admin4pcode,month,beneficiaries,cluster
C1581,mar,375,Food
C1583,jan,275,Food
C1583,mar,30,Food
C1588,apr,340,Food
C1588,jan,2030,Food
C1588,mar,375,Food
C1591,jan,1268,Food
C1592,mar,115,Food
C1593,jan,172,Food
C1597,jan,2315,Food
C1600,jan,573,Food
C1603,mar,150,Food
C1605,jan,2000,Food
C1605,mar,100,Food
C1610,mar,125,Food
C1612,jan,572,Food
C1613,mar,50,Food
C1615,jan,711,Food
C1632,mar,315,Food
C1643,jan,2500,Food
C1643,mar,2605,Food
C1658,jan,2570,Food
C1659,jan,2386,Food
C1660,jan,803,Food
C1661,jan,957,Food
C1664,feb,372,Food
C1664,jan,835,Food
C1664,mar,1645,Food
C1665,jan,1570,Food
C1665,mar,1190,Food
C1667,jan,5190,Food
C1667,mar,1175,Food
C1669,jan,2240,Food
C1670,jan,919,Food
C1672,feb,360,Food
C1672,jan,2000,Food
C1672,mar,750,Food
C2214,jan,525,Food
C2216,jan,170,Food
C2217,jan,1105,Food
C2227,apr,1965,Food
C2227,jan,2000,Food
C2227,mar,1615,Food
C2231,jan,760,Food
C2238,jan,1250,Food
C3866,jan,20,Food
C3870,jan,241,Food
C3871,jan,4465,Food
C3872,jan,4217,Food
C3873,jan,1177,Food
C3875,jan,742,Food
C3876,jan,3883,Food
C3877,jan,2218,Food
C3879,jan,486,Food
C3904,jan,9936,Food
C3905,jan,5202,Food
C3906,jan,1447,Food
C3932,jan,4304,Food
C3934,jan,1548,Food
C3936,jan,864,Food
C3937,jan,1099,Food
C3938,jan,3643,Food
C3939,jan,1207,Food
C3940,jan,360,Food
C3941,jan,2550,Food
C3942,jan,163,Food
C3943,jan,5260,Food
C3943,mar,488,Food
C3944,jan,54,Food
C3945,apr,10000,Food
C3945,jan,604,Food
C3945,mar,1032,Food
C3946,jan,1304,Food
C3947,jan,3385,Food
C3947,mar,700,Food
C3948,jan,956,Food
C3949,jan,1558,Food
C3950,jan,3377,Food
C3951,jan,1411,Food
C3952,jan,2978,Food
C3953,jan,3740,Food
C4115,apr,900,Food
C4115,jan,1997,Food
C4120,jan,2015,Food
C4121,jan,8890,Food
C4122,jan,2385,Food
C4123,jan,5021,Food
C4124,jan,360,Food
C4124,mar,190,Food
C4125,feb,75,Food
C4125,jan,1840,Food
C4126,feb,809,Food
C4126,jan,9505,Food
C4127,jan,2178,Food
C4129,feb,10,Food
C4129,jan,3750,Food
C4130,jan,11055,Food
C4131,jan,2864,Food
C4132,jan,5,Food
C4134,jan,652,Food
C4136,jan,322,Food
C4137,jan,1127,Food
C4139,jan,278,Food
C4140,feb,874,Food
C4140,jan,5743,Food
C4140,mar,887,Food
C4141,jan,899,Food
C4142,jan,527,Food
C4143,feb,300,Food
C4143,mar,925,Food
C4148,jan,1434,Food
C4151,mar,436,Food
C4157,jan,1603,Food
C4161,jan,1334,Food
C4164,jan,2824,Food
C4165,jan,4,Food
C4171,jan,42,Food
C4172,jan,2601,Food
C4174,jan,27,Food
C4175,jan,853,Food
C4176,jan,2475,Food
C4176,mar,125,Food
C4177,jan,337,Food
C4179,jan,318,Food
C4183,jan,629,Food
C4187,jan,10,Food
C4198,jan,380,Food
C4199,jan,10587,Food
C4200,jan,620,Food
C4202,jan,538,Food
C4203,jan,580,Food
C4209,jan,150,Food
C4215,jan,192,Food
C4217,jan,960,Food
C4219,jan,261,Food
C4223,jan,1218,Food
C4227,jan,1513,Food
C4228,jan,1877,Food
C4229,jan,701,Food
C4231,jan,2453,Food
C4232,jan,1006,Food
C4234,jan,566,Food
C4236,jan,528,Food
C4237,jan,110,Food
C4238,jan,454,Food
C4241,jan,290,Food
C4244,jan,350,Food
C4246,jan,487,Food
C4247,jan,579,Food
C4248,jan,707,Food
C4249,jan,674,Food
C4251,jan,371,Food
C4252,jan,114,Food
C4253,jan,530,Food
C4254,jan,1223,Food
C4255,jan,3607,Food
C4258,jan,75,Food
C4259,jan,142,Food
C4263,jan,1435,Food
C4267,jan,277,Food
C4272,jan,149,Food
C4275,jan,1410,Food
C4278,jan,6521,Food
C4280,jan,1330,Food
C4281,jan,1685,Food
C4282,jan,1195,Food
C4286,jan,1875,Food
C4288,jan,1721,Food
C4289,jan,1565,Food
C4290,jan,577,Food
C4291,jan,585,Food
C4292,jan,2400,Food
C4294,jan,991,Food
C4295,jan,1775,Food
C4296,jan,895,Food
C4297,jan,3015,Food
C4301,jan,315,Food
C4302,jan,4430,Food
C4303,jan,2035,Food
C4306,jan,1070,Food
C4307,jan,1805,Food
C4310,jan,307,Food
C4312,jan,1270,Food
C4314,jan,161,Food
C4315,jan,1035,Food
C4316,jan,885,Food
C4319,jan,335,Food
C4320,jan,159,Food
C4321,jan,743,Food
C4322,jan,1305,Food
C4323,jan,562,Food
C4324,jan,130,Food
C4326,jan,461,Food
C4327,jan,275,Food
C4330,jan,20052,Food
C6333,jan,624,Food
C6389,jan,60,Food
C6396,jan,70,Food
C6396,mar,55,Food
C6397,jan,593,Food
C6398,jan,61,Food
C6399,jan,650,Food
C6401,mar,1000,Food
C6404,jan,194,Food
C6406,apr,35,Food
C6406,mar,35,Food
C6421,jan,950,Food
C6614,jan,119,Food
C6615,jan,228,Food
C6616,jan,1180,Food
C6631,jan,1834,Food
C6631,mar,846,Food
C6632,jan,1020,Food
C6633,jan,429,Food
C6638,jan,265,Food
C6639,jan,63,Food
C6669,jan,2166,Food
C6692,jan,5266,Food
C6693,feb,2460,Food
C6693,jan,3230,Food
C6701,jan,110,Food
C6715,jan,111,Food
C6724,jan,2347,Food
C6741,jan,228,Food
C6755,jan,1205,Food
C6766,feb,60,Food
C6766,jan,1250,Food
C7259,jan,200,Food
C7427,jan,7135,Food
C7490,jan,201,Food
C7522,apr,165,Food
C7522,mar,315,Food
C7572,mar,115,Food
C7640,mar,40,Food
C7930,jan,985,Food
C8021,jan,700,Food
C8092,jan,1190,Food
C8126,feb,10,Food
C8130,jan,164,Food
C8149,feb,5,Food
C8150,jan,801,Food
C8151,jan,222,Food
C8156,mar,300,Food
C8160,jan,107,Food
C8161,jan,465,Food
C8184,jan,383,Food
C8207,jan,8,Food
C8208,apr,15,Food
C8208,mar,20,Food
C8209,jan,164,Food
C8212,apr,95,Food
C8212,mar,95,Food
C8219,jan,7,Food
C8219,mar,500,Food
C8228,jan,105,Food
C8235,jan,10,Food
C8239,jan,2580,Food
C8244,mar,25,Food
C8247,mar,15,Food
C8250,apr,50,Food
C8250,mar,50,Food
C8263,jan,200,Food
C8263,mar,110,Food
C8264,jan,345,Food
C8278,jan,45,Food
C8278,mar,60,Food
C8286,jan,250,Food
C8286,mar,50,Food
C8289,mar,50,Food
C8293,jan,160,Food
C8388,jan,185,Food
C8391,jan,182,Food
C8392,jan,78,Food
C8407,jan,551,Food
C8716,jan,70,Food
NA,apr,2620,Food
NA,feb,320,Food
NA,may,6000,Food
C1020,jan,513,Livelihoods
C1038,jan,116,Livelihoods
C1138,jan,72,Livelihoods
C1139,jan,94,Livelihoods
C1190,jan,91,Livelihoods
C1191,jan,289,Livelihoods
C1195,jan,58,Livelihoods
C1199,jan,50,Livelihoods
C1202,jan,1360,Livelihoods
C1204,jan,285,Livelihoods
C1206,jan,297,Livelihoods
C1209,jan,990,Livelihoods
C1214,jan,378,Livelihoods
C1250,jan,355,Livelihoods
C1328,jan,645,Livelihoods
C1330,jan,357,Livelihoods
C1343,jan,652,Livelihoods
C1344,jan,143,Livelihoods
C1346,jan,154,Livelihoods
C1353,jan,347,Livelihoods
C1366,jan,180,Livelihoods
C1426,jan,141,Livelihoods
C1446,jan,76,Livelihoods
C1449,jan,170,Livelihoods
C1497,jan,149,Livelihoods
C1518,jan,130,Livelihoods
C1524,jan,81,Livelihoods
C1558,jan,90,Livelihoods
C1559,jan,50,Livelihoods
C1561,jan,220,Livelihoods
C1564,jan,385,Livelihoods
C1566,jan,105,Livelihoods
C1571,jan,185,Livelihoods
C1573,jan,440,Livelihoods
C1643,jan,1651,Livelihoods
C1658,jan,130,Livelihoods
C1659,jan,145,Livelihoods
C1661,jan,50,Livelihoods
C1663,jan,305,Livelihoods
C1664,jan,1189,Livelihoods
C1665,jan,145,Livelihoods
C1666,jan,50,Livelihoods
C1667,jan,540,Livelihoods
C1668,jan,270,Livelihoods
C1669,jan,185,Livelihoods
C1670,jan,55,Livelihoods
C1671,jan,85,Livelihoods
C1672,jan,325,Livelihoods
C1673,jan,20,Livelihoods
C2213,jan,350,Livelihoods
C2219,jan,440,Livelihoods
C2224,jan,300,Livelihoods
C2226,jan,775,Livelihoods
C2227,jan,1000,Livelihoods
C2238,jan,1495,Livelihoods
C2247,jan,356,Livelihoods
C2248,jan,259,Livelihoods
C2251,jan,255,Livelihoods
C2255,jan,584,Livelihoods
C2257,jan,343,Livelihoods
C2260,jan,139,Livelihoods
C3868,jan,140,Livelihoods
C3869,jan,420,Livelihoods
C3870,jan,175,Livelihoods
C3873,jan,445,Livelihoods
C3874,jan,350,Livelihoods
C3875,jan,890,Livelihoods
C3878,jan,1020,Livelihoods
C3879,jan,797,Livelihoods
C3904,jan,280,Livelihoods
C3906,jan,150,Livelihoods
C3937,jan,140,Livelihoods
C3938,jan,79,Livelihoods
C3939,jan,485,Livelihoods
C3942,jan,260,Livelihoods
C3943,jan,965,Livelihoods
C3945,jan,620,Livelihoods
C3946,jan,600,Livelihoods
C3947,jan,730,Livelihoods
C3948,jan,240,Livelihoods
C3949,jan,135,Livelihoods
C3950,jan,365,Livelihoods
C3951,jan,140,Livelihoods
C3953,jan,320,Livelihoods
C4115,jan,866,Livelihoods
C4120,jan,600,Livelihoods
C4123,jan,231,Livelihoods
C4124,jan,238,Livelihoods
C4126,jan,304,Livelihoods
C4129,jan,616,Livelihoods
C4131,jan,738,Livelihoods
C4133,jan,145,Livelihoods
C4137,jan,2157,Livelihoods
C4140,jan,110,Livelihoods
C4142,jan,300,Livelihoods
C4143,jan,135,Livelihoods
C4146,jan,330,Livelihoods
C4148,jan,45,Livelihoods
C4151,jan,155,Livelihoods
C4152,jan,75,Livelihoods
C4156,jan,55,Livelihoods
C4157,jan,660,Livelihoods
C4172,jan,505,Livelihoods
C4174,jan,350,Livelihoods
C4175,jan,1665,Livelihoods
C4176,jan,840,Livelihoods
C4178,jan,345,Livelihoods
C4179,jan,1000,Livelihoods
C4180,jan,490,Livelihoods
C4181,jan,579,Livelihoods
C4183,jan,295,Livelihoods
C4184,jan,578,Livelihoods
C4185,jan,245,Livelihoods
C4190,jan,744,Livelihoods
C4193,jan,161,Livelihoods
C4199,jan,983,Livelihoods
C4202,jan,81,Livelihoods
C4212,jan,179,Livelihoods
C4215,jan,122,Livelihoods
C4322,jan,76,Livelihoods
C4330,jan,122,Livelihoods
C6421,jan,55,Livelihoods
C6422,jan,45,Livelihoods
C6423,jan,50,Livelihoods
C6424,jan,668,Livelihoods
C6619,jan,300,Livelihoods
C6620,jan,216,Livelihoods
C6622,jan,192,Livelihoods
C6631,jan,276,Livelihoods
C6632,jan,115,Livelihoods
C6724,jan,525,Livelihoods
C6732,jan,210,Livelihoods
C6766,jan,538,Livelihoods
C6770,jan,486,Livelihoods
C6781,jan,310,Livelihoods
C7466,jan,187,Livelihoods
C8116,jan,44,Livelihoods
C8126,jan,225,Livelihoods
C8132,jan,16,Livelihoods
C8143,jan,59,Livelihoods
C8163,jan,170,Livelihoods
C8169,jan,700,Livelihoods
C8196,jan,87,Livelihoods
C8427,jan,222,Livelihoods
C8435,jan,100,Livelihoods
C8438,jan,40,Livelihoods
C1020,feb,57,Nutrition
C1021,jan,311,Nutrition
C1022,feb,1726,Nutrition
C1022,jan,1963,Nutrition
C1023,feb,11,Nutrition
C1023,jan,151,Nutrition
C1026,feb,1029,Nutrition
C1026,jan,1440,Nutrition
C1030,feb,203,Nutrition
C1030,jan,361,Nutrition
C1032,feb,257,Nutrition
C1032,jan,434,Nutrition
C1035,feb,459,Nutrition
C1035,jan,509,Nutrition
C1036,feb,688,Nutrition
C1036,jan,92,Nutrition
C1038,feb,65,Nutrition
C1138,feb,54,Nutrition
C1138,jan,134,Nutrition
C1139,feb,219,Nutrition
C1139,jan,315,Nutrition
C1142,feb,0,Nutrition
C1142,jan,25,Nutrition
C1149,feb,20,Nutrition
C1187,feb,52,Nutrition
C1187,jan,64,Nutrition
C1188,feb,461,Nutrition
C1188,jan,522,Nutrition
C1189,feb,2,Nutrition
C1190,feb,44,Nutrition
C1198,feb,46,Nutrition
C1202,feb,549,Nutrition
C1202,jan,517,Nutrition
C1209,feb,69,Nutrition
C1339,feb,54,Nutrition
C1339,jan,68,Nutrition
C1346,feb,103,Nutrition
C1346,jan,253,Nutrition
C1366,feb,953,Nutrition
C1366,jan,803,Nutrition
C1373,feb,28,Nutrition
C1373,jan,51,Nutrition
C1374,feb,55,Nutrition
C1378,feb,24,Nutrition
C1378,jan,365,Nutrition
C1386,feb,154,Nutrition
C1386,jan,361,Nutrition
C1391,feb,342,Nutrition
C1391,jan,515,Nutrition
C1392,feb,21,Nutrition
C1392,jan,21,Nutrition
C1398,feb,12,Nutrition
C1398,jan,12,Nutrition
C1399,feb,65,Nutrition
C1399,jan,65,Nutrition
C1405,feb,23,Nutrition
C1405,jan,23,Nutrition
C1420,feb,20,Nutrition
C1420,jan,20,Nutrition
C1421,feb,25,Nutrition
C1421,jan,25,Nutrition
C1422,feb,51,Nutrition
C1422,jan,51,Nutrition
C1423,feb,81,Nutrition
C1423,jan,81,Nutrition
C1424,feb,562,Nutrition
C1424,jan,562,Nutrition
C1426,feb,1486,Nutrition
C1426,jan,1486,Nutrition
C1427,feb,62,Nutrition
C1427,jan,4,Nutrition
C1428,feb,17,Nutrition
C1428,jan,0,Nutrition
C1429,feb,55,Nutrition
C1429,jan,55,Nutrition
C1430,jan,5,Nutrition
C1431,feb,2,Nutrition
C1431,jan,3,Nutrition
C1432,jan,4,Nutrition
C1433,feb,58,Nutrition
C1433,jan,1,Nutrition
C1434,jan,0,Nutrition
C1435,feb,65,Nutrition
C1435,jan,65,Nutrition
C1436,feb,34,Nutrition
C1436,jan,5,Nutrition
C1437,feb,32,Nutrition
C1437,jan,32,Nutrition
C1438,jan,1,Nutrition
C1444,feb,79,Nutrition
C1444,jan,79,Nutrition
C1445,jan,1,Nutrition
C1446,jan,1,Nutrition
C1447,feb,88,Nutrition
C1447,jan,88,Nutrition
C1449,feb,205,Nutrition
C1449,jan,205,Nutrition
C1473,feb,35,Nutrition
C1473,jan,87,Nutrition
C1484,feb,368,Nutrition
C1484,jan,527,Nutrition
C1497,feb,23,Nutrition
C1497,jan,107,Nutrition
C1505,feb,191,Nutrition
C1505,jan,510,Nutrition
C1524,feb,227,Nutrition
C1524,jan,296,Nutrition
C1535,feb,21,Nutrition
C1535,jan,21,Nutrition
C1543,feb,87,Nutrition
C1543,jan,87,Nutrition
C1547,feb,118,Nutrition
C1547,jan,118,Nutrition
C1550,feb,17,Nutrition
C1550,jan,17,Nutrition
C1552,feb,343,Nutrition
C1552,jan,343,Nutrition
C1556,feb,42,Nutrition
C1556,jan,42,Nutrition
C1557,feb,501,Nutrition
C1557,jan,1772,Nutrition
C1558,feb,17,Nutrition
C1558,jan,17,Nutrition
C1559,feb,20,Nutrition
C1559,jan,20,Nutrition
C1561,feb,658,Nutrition
C1561,jan,932,Nutrition
C1564,feb,1048,Nutrition
C1564,jan,1048,Nutrition
C1566,feb,640,Nutrition
C1566,jan,532,Nutrition
C1568,feb,75,Nutrition
C1568,jan,75,Nutrition
C1572,feb,9,Nutrition
C1572,jan,9,Nutrition
C1575,feb,107,Nutrition
C1575,jan,107,Nutrition
C1577,feb,7,Nutrition
C1577,jan,8,Nutrition
C1578,feb,30,Nutrition
C1578,jan,128,Nutrition
C1579,feb,6,Nutrition
C1579,jan,6,Nutrition
C1581,feb,191,Nutrition
C1581,jan,563,Nutrition
C1583,feb,12,Nutrition
C1583,jan,12,Nutrition
C1585,feb,29,Nutrition
C1588,feb,93,Nutrition
C1588,jan,93,Nutrition
C1591,feb,67,Nutrition
C1591,jan,247,Nutrition
C1592,feb,20,Nutrition
C1592,jan,20,Nutrition
C1594,feb,35,Nutrition
C1594,jan,35,Nutrition
C1595,feb,78,Nutrition
C1595,jan,78,Nutrition
C1597,feb,209,Nutrition
C1597,jan,209,Nutrition
C1603,feb,102,Nutrition
C1603,jan,102,Nutrition
C1604,feb,19,Nutrition
C1604,jan,19,Nutrition
C1605,feb,368,Nutrition
C1605,jan,219,Nutrition
C1606,feb,1,Nutrition
C1606,jan,1,Nutrition
C1608,feb,90,Nutrition
C1609,feb,42,Nutrition
C1609,jan,492,Nutrition
C1610,feb,3,Nutrition
C1610,jan,2,Nutrition
C1613,feb,4,Nutrition
C1613,jan,4,Nutrition
C1615,feb,8,Nutrition
C1615,jan,4,Nutrition
C1616,feb,2,Nutrition
C1616,jan,37,Nutrition
C1643,feb,274,Nutrition
C1643,jan,467,Nutrition
C1658,feb,13,Nutrition
C1658,jan,61,Nutrition
C1664,feb,488,Nutrition
C1664,jan,469,Nutrition
C1665,feb,80,Nutrition
C1665,jan,80,Nutrition
C1667,feb,42,Nutrition
C1672,feb,145,Nutrition
C1672,jan,145,Nutrition
C2216,feb,5,Nutrition
C2216,jan,5,Nutrition
C2217,feb,59,Nutrition
C2217,jan,59,Nutrition
C2219,feb,23,Nutrition
C2219,jan,23,Nutrition
C2220,feb,538,Nutrition
C2220,jan,511,Nutrition
C2224,feb,14,Nutrition
C2224,jan,52,Nutrition
C2227,feb,599,Nutrition
C2227,jan,599,Nutrition
C2228,feb,5,Nutrition
C2228,jan,5,Nutrition
C2231,feb,16,Nutrition
C2231,jan,16,Nutrition
C2238,feb,74,Nutrition
C2238,jan,74,Nutrition
C2244,feb,800,Nutrition
C2244,jan,800,Nutrition
C2250,feb,845,Nutrition
C2250,jan,802,Nutrition
C3868,feb,43,Nutrition
C3868,jan,54,Nutrition
C3869,feb,76,Nutrition
C3869,jan,85,Nutrition
C3871,feb,2944,Nutrition
C3871,jan,2947,Nutrition
C3872,feb,0,Nutrition
C3872,jan,0,Nutrition
C3874,feb,111,Nutrition
C3874,jan,116,Nutrition
C3879,feb,605,Nutrition
C3879,jan,97,Nutrition
C3904,feb,162,Nutrition
C3904,jan,332,Nutrition
C3905,feb,34,Nutrition
C3905,jan,2,Nutrition
C3906,jan,0,Nutrition
C3932,feb,163,Nutrition
C3932,jan,300,Nutrition
C3934,feb,448,Nutrition
C3937,feb,962,Nutrition
C3937,jan,1000,Nutrition
C3938,feb,157,Nutrition
C3938,jan,157,Nutrition
C3939,feb,3,Nutrition
C3939,jan,7,Nutrition
C3940,feb,3,Nutrition
C3940,jan,0,Nutrition
C3941,feb,126,Nutrition
C3941,jan,135,Nutrition
C3942,feb,344,Nutrition
C3942,jan,366,Nutrition
C3943,feb,525,Nutrition
C3943,jan,1593,Nutrition
C3944,feb,547,Nutrition
C3944,jan,639,Nutrition
C3945,feb,231,Nutrition
C3945,jan,87,Nutrition
C3946,feb,25,Nutrition
C3946,jan,1,Nutrition
C3947,feb,1605,Nutrition
C3947,jan,2109,Nutrition
C3948,feb,106,Nutrition
C3948,jan,47,Nutrition
C3949,feb,1068,Nutrition
C3949,jan,1034,Nutrition
C3950,feb,71,Nutrition
C3950,jan,293,Nutrition
C3951,feb,386,Nutrition
C3951,jan,264,Nutrition
C3952,feb,1,Nutrition
C3952,jan,1,Nutrition
C3953,feb,266,Nutrition
C3953,jan,311,Nutrition
C4115,feb,484,Nutrition
C4115,jan,182,Nutrition
C4117,feb,1,Nutrition
C4117,jan,19,Nutrition
C4120,feb,511,Nutrition
C4120,jan,492,Nutrition
C4121,feb,1628,Nutrition
C4121,jan,1964,Nutrition
C4122,feb,145,Nutrition
C4122,jan,519,Nutrition
C4124,feb,270,Nutrition
C4124,jan,240,Nutrition
C4125,feb,230,Nutrition
C4125,jan,340,Nutrition
C4126,feb,1755,Nutrition
C4126,jan,2489,Nutrition
C4127,feb,1036,Nutrition
C4127,jan,928,Nutrition
C4128,feb,98,Nutrition
C4128,jan,963,Nutrition
C4129,feb,3344,Nutrition
C4129,jan,2310,Nutrition
C4130,feb,1211,Nutrition
C4130,jan,2250,Nutrition
C4131,feb,2127,Nutrition
C4131,jan,1634,Nutrition
C4132,feb,273,Nutrition
C4132,jan,612,Nutrition
C4133,feb,120,Nutrition
C4133,jan,95,Nutrition
C4134,feb,122,Nutrition
C4137,feb,433,Nutrition
C4139,feb,740,Nutrition
C4139,jan,1073,Nutrition
C4140,feb,761,Nutrition
C4140,jan,908,Nutrition
C4141,feb,50,Nutrition
C4141,jan,14,Nutrition
C4142,feb,204,Nutrition
C4143,feb,803,Nutrition
C4145,feb,145,Nutrition
C4145,jan,274,Nutrition
C4146,feb,400,Nutrition
C4147,feb,3,Nutrition
C4150,feb,482,Nutrition
C4151,feb,56,Nutrition
C4151,jan,60,Nutrition
C4156,feb,390,Nutrition
C4157,feb,318,Nutrition
C4158,feb,215,Nutrition
C4161,feb,44,Nutrition
C4161,jan,68,Nutrition
C4162,feb,407,Nutrition
C4164,feb,1467,Nutrition
C4164,jan,48,Nutrition
C4166,feb,44,Nutrition
C4166,jan,100,Nutrition
C4167,feb,252,Nutrition
C4167,jan,295,Nutrition
C4168,feb,60,Nutrition
C4168,jan,4,Nutrition
C4169,feb,1,Nutrition
C4169,jan,51,Nutrition
C4170,feb,337,Nutrition
C4170,jan,366,Nutrition
C4172,feb,936,Nutrition
C4172,jan,1189,Nutrition
C4173,feb,925,Nutrition
C4173,jan,1025,Nutrition
C4174,feb,1059,Nutrition
C4174,jan,866,Nutrition
C4175,feb,0,Nutrition
C4175,jan,1,Nutrition
C4176,feb,692,Nutrition
C4176,jan,670,Nutrition
C4177,feb,1,Nutrition
C4178,feb,186,Nutrition
C4178,jan,123,Nutrition
C4179,feb,293,Nutrition
C4179,jan,111,Nutrition
C4180,feb,71,Nutrition
C4180,jan,168,Nutrition
C4181,feb,0,Nutrition
C4181,jan,3,Nutrition
C4183,feb,7,Nutrition
C4183,jan,40,Nutrition
C4184,jan,1,Nutrition
C4185,feb,2,Nutrition
C4185,jan,70,Nutrition
C4187,feb,38,Nutrition
C4187,jan,38,Nutrition
C4189,feb,101,Nutrition
C4189,jan,104,Nutrition
C4190,feb,108,Nutrition
C4190,jan,0,Nutrition
C4191,feb,209,Nutrition
C4192,feb,294,Nutrition
C4193,feb,185,Nutrition
C4193,jan,124,Nutrition
C4194,jan,21,Nutrition
C4195,feb,6,Nutrition
C4195,jan,6,Nutrition
C4197,feb,112,Nutrition
C4197,jan,1,Nutrition
C4198,feb,25,Nutrition
C4198,jan,25,Nutrition
C4199,feb,796,Nutrition
C4199,jan,2332,Nutrition
C4200,feb,123,Nutrition
C4202,feb,83,Nutrition
C4203,feb,13,Nutrition
C4203,jan,13,Nutrition
C4204,feb,291,Nutrition
C4205,feb,139,Nutrition
C4205,jan,146,Nutrition
C4206,feb,0,Nutrition
C4206,jan,31,Nutrition
C4207,feb,1,Nutrition
C4207,jan,1,Nutrition
C4208,feb,226,Nutrition
C4209,feb,8,Nutrition
C4209,jan,7,Nutrition
C4210,feb,131,Nutrition
C4210,jan,51,Nutrition
C4211,feb,42,Nutrition
C4212,feb,879,Nutrition
C4212,jan,216,Nutrition
C4215,feb,724,Nutrition
C4215,jan,253,Nutrition
C4217,feb,67,Nutrition
C4217,jan,69,Nutrition
C4219,feb,1,Nutrition
C4219,jan,2,Nutrition
C4220,feb,0,Nutrition
C4220,jan,15,Nutrition
C4221,feb,143,Nutrition
C4221,jan,11,Nutrition
C4222,feb,133,Nutrition
C4222,jan,53,Nutrition
C4223,feb,127,Nutrition
C4223,jan,42,Nutrition
C4228,feb,64,Nutrition
C4228,jan,35,Nutrition
C4229,feb,265,Nutrition
C4229,jan,33,Nutrition
C4231,feb,881,Nutrition
C4231,jan,615,Nutrition
C4234,jan,13,Nutrition
C4236,feb,30,Nutrition
C4236,jan,183,Nutrition
C4237,feb,0,Nutrition
C4237,jan,57,Nutrition
C4238,feb,386,Nutrition
C4238,jan,493,Nutrition
C4240,feb,156,Nutrition
C4240,jan,49,Nutrition
C4241,feb,93,Nutrition
C4242,feb,72,Nutrition
C4242,jan,25,Nutrition
C4243,feb,149,Nutrition
C4243,jan,0,Nutrition
C4245,feb,23,Nutrition
C4245,jan,89,Nutrition
C4246,feb,0,Nutrition
C4246,jan,281,Nutrition
C4247,feb,135,Nutrition
C4247,jan,723,Nutrition
C4248,feb,0,Nutrition
C4248,jan,1,Nutrition
C4249,feb,175,Nutrition
C4249,jan,133,Nutrition
C4250,feb,182,Nutrition
C4250,jan,1,Nutrition
C4251,feb,391,Nutrition
C4252,feb,1260,Nutrition
C4252,jan,694,Nutrition
C4253,feb,142,Nutrition
C4253,jan,59,Nutrition
C4254,feb,372,Nutrition
C4254,jan,651,Nutrition
C4255,feb,14,Nutrition
C4255,jan,1253,Nutrition
C4257,feb,0,Nutrition
C4257,jan,0,Nutrition
C4259,feb,130,Nutrition
C4260,feb,0,Nutrition
C4260,jan,95,Nutrition
C4263,feb,594,Nutrition
C4263,jan,111,Nutrition
C4265,feb,557,Nutrition
C4265,jan,304,Nutrition
C4267,feb,463,Nutrition
C4267,jan,262,Nutrition
C4268,feb,16,Nutrition
C4268,jan,16,Nutrition
C4269,feb,191,Nutrition
C4269,jan,517,Nutrition
C4270,feb,5,Nutrition
C4270,jan,5,Nutrition
C4271,feb,108,Nutrition
C4271,jan,99,Nutrition
C4272,feb,71,Nutrition
C4273,feb,59,Nutrition
C4273,jan,59,Nutrition
C4275,feb,65,Nutrition
C4275,jan,66,Nutrition
C4277,feb,6,Nutrition
C4277,jan,6,Nutrition
C4278,feb,899,Nutrition
C4278,jan,788,Nutrition
C4279,feb,8,Nutrition
C4279,jan,8,Nutrition
C4280,feb,73,Nutrition
C4280,jan,73,Nutrition
C4281,feb,85,Nutrition
C4281,jan,89,Nutrition
C4282,feb,49,Nutrition
C4282,jan,49,Nutrition
C4283,feb,11,Nutrition
C4283,jan,11,Nutrition
C4284,feb,82,Nutrition
C4284,jan,35,Nutrition
C4285,feb,7,Nutrition
C4285,jan,7,Nutrition
C4286,feb,98,Nutrition
C4286,jan,85,Nutrition
C4287,feb,8,Nutrition
C4287,jan,8,Nutrition
C4288,feb,471,Nutrition
C4288,jan,545,Nutrition
C4289,feb,96,Nutrition
C4289,jan,94,Nutrition
C4290,feb,111,Nutrition
C4290,jan,113,Nutrition
C4291,feb,41,Nutrition
C4291,jan,41,Nutrition
C4292,feb,154,Nutrition
C4292,jan,154,Nutrition
C4294,feb,138,Nutrition
C4294,jan,142,Nutrition
C4295,feb,35,Nutrition
C4295,jan,35,Nutrition
C4296,feb,69,Nutrition
C4296,jan,69,Nutrition
C4297,feb,100,Nutrition
C4297,jan,290,Nutrition
C4299,feb,82,Nutrition
C4299,jan,83,Nutrition
C4300,feb,21,Nutrition
C4300,jan,21,Nutrition
C4301,feb,13,Nutrition
C4301,jan,14,Nutrition
C4302,feb,186,Nutrition
C4302,jan,186,Nutrition
C4303,feb,101,Nutrition
C4303,jan,85,Nutrition
C4305,feb,35,Nutrition
C4305,jan,35,Nutrition
C4306,feb,47,Nutrition
C4306,jan,178,Nutrition
C4307,feb,100,Nutrition
C4307,jan,99,Nutrition
C4308,feb,185,Nutrition
C4308,jan,21,Nutrition
C4311,feb,2,Nutrition
C4311,jan,2,Nutrition
C4312,feb,56,Nutrition
C4312,jan,34,Nutrition
C4313,feb,92,Nutrition
C4314,feb,1,Nutrition
C4314,jan,15,Nutrition
C4315,feb,85,Nutrition
C4315,jan,85,Nutrition
C4316,feb,78,Nutrition
C4317,feb,24,Nutrition
C4317,jan,24,Nutrition
C4319,feb,18,Nutrition
C4319,jan,18,Nutrition
