admin1pcode,admin2pcode,admin3pcode,admin4pcode,beneficiaries,beneficiary_frequencies,clusters,total_pop,wounded_dead,wounded_dead_100k,damaged_houses,damaged_houses_100k,eq_score
SY07,SY0700,SY070005,C6690,334,1562,4,1990,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C6692,16812,195402,7,14284,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C6693,4548,73346,7,15875,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C6694,852,1875,2,429,NA,NA,NA,NA,NA
SY07,SY0703,SY070303,C6695,1777,5416,1,2545,NA,NA,NA,NA,NA
SY07,SY0703,SY070304,C6696,1418,4308,1,1466,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C6697,55,262,1,495,0,0,2,404.04040404040404,0.002934690884660339
SY07,SY0704,SY070402,C6701,110,110,1,485,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C6712,667,1018,4,850,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C6715,879,1865,5,918,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C6724,2370,18519,6,2191,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C6731,4,7,1,1736,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C6732,438,3721,3,2275,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C6734,1,5,1,752,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C6737,677,3078,2,1181,NA,NA,NA,NA,NA
SY07,SY0703,SY070305,C6741,228,1213,4,546,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C6750,160,320,1,1387,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C6755,44640,115675,7,20714,NA,NA,NA,NA,NA
SY02,SY0200,SY020004,C6766,3835,13669,7,8290,NA,NA,NA,NA,NA
SY02,SY0202,SY020206,C6770,2300,2786,1,380,NA,NA,NA,NA,NA
SY02,SY0204,SY020405,C6781,2300,5423,4,4881,12,245.8512599877074,15,307.31407498463426,0.006692277824037073
SY07,SY0704,SY070400,C7240,41,82,1,504,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C7259,821,3166,3,708,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C7267,34,102,1,1061,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C7407,4804,5814,2,4797,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C7427,7135,7825,2,1257,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C7466,4464,18204,4,2055,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C7478,38,59,1,0,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C7490,1000,2108,4,331,NA,NA,NA,NA,NA
SY02,SY0202,SY020206,C7509,711,4266,1,1270,NA,NA,NA,NA,NA
SY02,SY0203,SY020300,C7515,442,1164,1,256,NA,NA,NA,NA,NA
SY02,SY0203,SY020306,C7522,750,1224,3,296,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C7559,135,810,1,135,NA,NA,NA,NA,NA
SY02,SY0203,SY020303,C7567,174,174,1,174,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C7572,115,207,2,418,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C7585,394,394,1,195,NA,NA,NA,NA,NA
SY02,SY0208,SY020800,C7593,6426,6426,1,494,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C7598,1174,4080,2,1745,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C7611,856,856,1,130,NA,NA,NA,NA,NA
SY02,SY0208,SY020800,C7629,4910,5520,4,617,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C7640,40,80,1,144,NA,NA,NA,NA,NA
SY02,SY0208,SY020800,C7665,1480,2533,2,351,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C7930,985,1143,3,2387,NA,NA,NA,NA,NA
SY07,SY0705,SY070500,C7958,1206,1219,2,1402,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C8014,686,3688,2,645,NA,NA,NA,NA,NA
SY07,SY0700,SY070000,C8021,700,966,2,1396,NA,NA,NA,NA,NA
SY07,SY0703,SY070301,C8092,1190,6085,3,15577,NA,NA,NA,NA,NA
SY02,SY0200,SY020004,C8116,605,2339,5,4243,NA,NA,NA,NA,NA
SY02,SY0203,SY020300,C8123,466,621,1,279,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8126,3322,3697,1,674,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8130,164,214,3,172,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8132,878,894,1,529,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8135,23,37,1,987,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8143,59,59,1,586,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8146,397,397,1,666,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8149,1154,1299,2,498,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8150,801,2821,3,714,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8151,222,222,2,261,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8154,3410,3412,2,596,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8156,387,1761,2,387,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8157,280,280,1,0,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8160,375,1349,4,375,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8161,768,1233,3,723,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8163,170,170,1,212,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8166,529,1587,1,529,NA,NA,NA,NA,NA
SY02,SY0202,SY020206,C8169,2560,3260,1,1170,NA,NA,NA,NA,NA
SY02,SY0202,SY020206,C8175,1200,1200,1,899,NA,NA,NA,NA,NA
SY02,SY0203,SY020300,C8178,245,367,1,0,NA,NA,NA,NA,NA
SY02,SY0203,SY020302,C8184,605,2444,4,913,NA,NA,NA,NA,NA
SY02,SY0202,SY020206,C8185,3200,3200,1,390,NA,NA,NA,NA,NA
SY02,SY0202,SY020200,C8196,4920,20296,3,4332,NA,NA,NA,NA,NA
SY02,SY0202,SY020206,C8199,343,1372,1,335,NA,NA,NA,NA,NA
SY02,SY0203,SY020306,C8207,8,8,1,575,NA,NA,NA,NA,NA
SY02,SY0203,SY020305,C8208,20,20,1,210,0,0,20,9523.809523809523,0.06603444879707297
SY02,SY0203,SY020306,C8209,521,2727,3,1763,NA,NA,NA,NA,NA
SY02,SY0203,SY020305,C8212,95,95,1,276,NA,NA,NA,NA,NA
SY02,SY0203,SY020306,C8219,500,1007,1,733,NA,NA,NA,NA,NA
SY02,SY0204,SY020405,C8223,878,1128,2,878,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C8228,105,105,1,192,NA,NA,NA,NA,NA
SY02,SY0203,SY020304,C8235,10,10,1,2460,0,0,50,2032.520325203252,0.01938384122019813
SY02,SY0204,SY020405,C8239,2580,2580,2,635,NA,NA,NA,NA,NA
SY02,SY0202,SY020203,C8241,1,2,1,171,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C8244,25,62,2,406,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C8247,20,41,2,101,NA,NA,NA,NA,NA
SY02,SY0204,SY020401,C8250,50,117,2,290,NA,NA,NA,NA,NA
SY02,SY0203,SY020303,C8257,1,2,1,1036,NA,NA,NA,NA,NA
SY02,SY0203,SY020304,C8260,35,35,1,433,NA,NA,NA,NA,NA
SY02,SY0208,SY020801,C8262,960,960,1,99,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C8263,200,440,2,663,0,0,5,754.1478129713424,0.005624234277549387
SY02,SY0208,SY020800,C8264,464,849,2,277,NA,NA,NA,NA,NA
SY02,SY0208,SY020800,C8265,6184,27684,3,5067,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C8278,60,165,1,438,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C8286,250,370,2,607,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C8289,50,110,2,329,NA,NA,NA,NA,NA
SY02,SY0203,SY020304,C8292,1080,1305,2,659,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C8293,160,160,1,641,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C8338,1410,9445,2,1420,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C8339,814,3090,2,801,NA,NA,NA,NA,NA
SY07,SY0705,SY070502,C8384,84,454,2,807,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C8385,103,316,1,560,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C8386,34,121,1,260,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C8387,333,1909,1,277,0,0,50,18050.54151624549,0.126554794408373
SY07,SY0704,SY070400,C8388,185,185,1,1055,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C8390,12,24,2,203,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C8391,182,228,2,1358,NA,NA,NA,NA,NA
SY07,SY0704,SY070400,C8392,78,78,1,457,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C8406,121,355,1,445,0,0,2,449.43820224719104,0.0032384316057168586
SY07,SY0704,SY070402,C8407,551,1728,2,800,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C8408,143,429,1,456,NA,NA,NA,NA,NA
SY07,SY0704,SY070402,C8409,51,157,1,515,NA,NA,NA,NA,NA
SY07,SY0704,SY070403,C8412,0,0,1,217,NA,NA,NA,NA,NA
SY07,SY0703,SY070302,C8427,222,222,1,420,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C8435,100,225,3,601,NA,NA,NA,NA,NA
SY07,SY0700,SY070005,C8438,40,40,1,962,NA,NA,NA,NA,NA
SY02,SY0203,SY020301,C8716,70,70,1,347,NA,NA,NA,NA,NA
NA,NA,NA,C1019,NA,NA,NA,75,NA,NA,NA,NA,NA
NA,NA,NA,C1024,NA,NA,NA,70,NA,NA,NA,NA,NA
NA,NA,NA,C1027,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1029,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C1031,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1034,NA,NA,NA,95,NA,NA,NA,NA,NA
NA,NA,NA,C1039,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1040,NA,NA,NA,35,NA,NA,NA,NA,NA
NA,NA,NA,C6679,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6680,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6753,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7348,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7359,NA,NA,NA,75,NA,NA,NA,NA,NA
NA,NA,NA,C8065,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1140,NA,NA,NA,488,NA,NA,NA,NA,NA
NA,NA,NA,C1141,NA,NA,NA,316,NA,NA,NA,NA,NA
NA,NA,NA,C1144,NA,NA,NA,125,NA,NA,NA,NA,NA
NA,NA,NA,C1145,NA,NA,NA,170,NA,NA,NA,NA,NA
NA,NA,NA,C1146,NA,NA,NA,40,NA,NA,NA,NA,NA
NA,NA,NA,C1147,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1148,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1150,NA,NA,NA,245,NA,NA,NA,NA,NA
NA,NA,NA,C6682,NA,NA,NA,208,NA,NA,NA,NA,NA
NA,NA,NA,C6756,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C6764,NA,NA,NA,282,NA,NA,NA,NA,NA
NA,NA,NA,C7393,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7430,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7431,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7441,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8083,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8085,NA,NA,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,C8087,NA,NA,NA,25,NA,NA,NA,NA,NA
NA,NA,NA,C8088,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1201,NA,NA,NA,85,NA,NA,NA,NA,NA
NA,NA,NA,C1186,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C1197,NA,NA,NA,653,NA,NA,NA,NA,NA
NA,NA,NA,C1203,NA,NA,NA,251,NA,NA,NA,NA,NA
NA,NA,NA,C1205,NA,NA,NA,600,NA,NA,NA,NA,NA
NA,NA,NA,C1207,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C1208,NA,NA,NA,791,NA,NA,NA,NA,NA
NA,NA,NA,C1210,NA,NA,NA,1000,NA,NA,NA,NA,NA
NA,NA,NA,C1212,NA,NA,NA,580,NA,NA,NA,NA,NA
NA,NA,NA,C6412,NA,NA,NA,351,NA,NA,NA,NA,NA
NA,NA,NA,C7438,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C7442,NA,NA,NA,104,NA,NA,NA,NA,NA
NA,NA,NA,C7443,NA,NA,NA,125,NA,NA,NA,NA,NA
NA,NA,NA,C7446,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C7450,NA,NA,NA,100,NA,NA,NA,NA,NA
NA,NA,NA,C7456,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7468,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7470,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7473,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7484,NA,NA,NA,255,NA,NA,NA,NA,NA
NA,NA,NA,C7514,NA,NA,NA,875,NA,NA,NA,NA,NA
NA,NA,NA,C8101,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C8106,NA,NA,NA,100,NA,NA,NA,NA,NA
NA,NA,NA,C8108,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C8127,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8155,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1230,NA,NA,NA,1039,NA,NA,NA,NA,NA
NA,NA,NA,C1231,NA,NA,NA,612,NA,NA,NA,NA,NA
NA,NA,NA,C1215,NA,NA,NA,1500,NA,NA,NA,NA,NA
NA,NA,NA,C1216,NA,NA,NA,1551,NA,NA,NA,NA,NA
NA,NA,NA,C1217,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C1218,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1220,NA,NA,NA,1126,NA,NA,NA,NA,NA
NA,NA,NA,C1221,NA,NA,NA,300,NA,NA,NA,NA,NA
NA,NA,NA,C1222,NA,NA,NA,400,NA,NA,NA,NA,NA
NA,NA,NA,C1223,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C1224,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C1225,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C1226,NA,NA,NA,1004,NA,NA,NA,NA,NA
NA,NA,NA,C1227,NA,NA,NA,375,NA,NA,NA,NA,NA
NA,NA,NA,C1228,NA,NA,NA,872,NA,NA,NA,NA,NA
NA,NA,NA,C1229,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C1232,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C1233,NA,NA,NA,800,NA,NA,NA,NA,NA
NA,NA,NA,C1234,NA,NA,NA,609,NA,NA,NA,NA,NA
NA,NA,NA,C1235,NA,NA,NA,926,NA,NA,NA,NA,NA
NA,NA,NA,C2233,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C7461,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8090,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C8091,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C8093,NA,NA,NA,35,NA,NA,NA,NA,NA
NA,NA,NA,C8094,NA,NA,NA,100,NA,NA,NA,NA,NA
NA,NA,NA,C8096,NA,NA,NA,670,NA,NA,NA,NA,NA
NA,NA,NA,C8099,NA,NA,NA,100,NA,NA,NA,NA,NA
NA,NA,NA,C8100,NA,NA,NA,100,NA,NA,NA,NA,NA
NA,NA,NA,C8102,NA,NA,NA,350,NA,NA,NA,NA,NA
NA,NA,NA,C8104,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C8107,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C8120,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8125,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8134,NA,NA,NA,704,NA,NA,NA,NA,NA
NA,NA,NA,C8142,NA,NA,NA,400,NA,NA,NA,NA,NA
NA,NA,NA,C8144,NA,NA,NA,420,NA,NA,NA,NA,NA
NA,NA,NA,C8145,NA,NA,NA,215,NA,NA,NA,NA,NA
NA,NA,NA,C8708,NA,NA,NA,60,NA,NA,NA,NA,NA
NA,NA,NA,C8709,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C1247,NA,NA,NA,1429,NA,NA,NA,NA,NA
NA,NA,NA,C1248,NA,NA,NA,1130,NA,NA,NA,NA,NA
NA,NA,NA,C1249,NA,NA,NA,857,NA,NA,NA,NA,NA
NA,NA,NA,C1251,NA,NA,NA,485,NA,NA,NA,NA,NA
NA,NA,NA,C1252,NA,NA,NA,317,NA,NA,NA,NA,NA
NA,NA,NA,C1253,NA,NA,NA,629,NA,NA,NA,NA,NA
NA,NA,NA,C1254,NA,NA,NA,555,NA,NA,NA,NA,NA
NA,NA,NA,C1255,NA,NA,NA,529,NA,NA,NA,NA,NA
NA,NA,NA,C1257,NA,NA,NA,1683,NA,NA,NA,NA,NA
NA,NA,NA,C1258,NA,NA,NA,940,NA,NA,NA,NA,NA
NA,NA,NA,C1259,NA,NA,NA,696,NA,NA,NA,NA,NA
NA,NA,NA,C1260,NA,NA,NA,908,NA,NA,NA,NA,NA
NA,NA,NA,C1261,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C1262,NA,NA,NA,392,NA,NA,NA,NA,NA
NA,NA,NA,C1263,NA,NA,NA,246,NA,NA,NA,NA,NA
NA,NA,NA,C1264,NA,NA,NA,486,NA,NA,NA,NA,NA
NA,NA,NA,C1265,NA,NA,NA,374,NA,NA,NA,NA,NA
NA,NA,NA,C1266,NA,NA,NA,640,NA,NA,NA,NA,NA
NA,NA,NA,C1267,NA,NA,NA,379,NA,NA,NA,NA,NA
NA,NA,NA,C1268,NA,NA,NA,227,NA,NA,NA,NA,NA
NA,NA,NA,C1269,NA,NA,NA,789,NA,NA,NA,NA,NA
NA,NA,NA,C1270,NA,NA,NA,385,NA,NA,NA,NA,NA
NA,NA,NA,C1271,NA,NA,NA,500,NA,NA,NA,NA,NA
NA,NA,NA,C1272,NA,NA,NA,543,NA,NA,NA,NA,NA
NA,NA,NA,C1273,NA,NA,NA,841,NA,NA,NA,NA,NA
NA,NA,NA,C1274,NA,NA,NA,732,NA,NA,NA,NA,NA
NA,NA,NA,C1275,NA,NA,NA,388,NA,NA,NA,NA,NA
NA,NA,NA,C7605,NA,NA,NA,84,NA,NA,NA,NA,NA
NA,NA,NA,C7607,NA,NA,NA,129,NA,NA,NA,NA,NA
NA,NA,NA,C8203,NA,NA,NA,122,NA,NA,NA,NA,NA
NA,NA,NA,C8218,NA,NA,NA,180,NA,NA,NA,NA,NA
NA,NA,NA,C8227,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C8238,NA,NA,NA,211,NA,NA,NA,NA,NA
NA,NA,NA,C8245,NA,NA,NA,163,NA,NA,NA,NA,NA
NA,NA,NA,C1323,NA,NA,NA,250,NA,NA,NA,NA,NA
NA,NA,NA,C1324,NA,NA,NA,366,NA,NA,NA,NA,NA
NA,NA,NA,C1325,NA,NA,NA,1600,NA,NA,NA,NA,NA
NA,NA,NA,C1326,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1331,NA,NA,NA,1700,NA,NA,NA,NA,NA
NA,NA,NA,C1334,NA,NA,NA,600,NA,NA,NA,NA,NA
NA,NA,NA,C1335,NA,NA,NA,450,NA,NA,NA,NA,NA
NA,NA,NA,C1336,NA,NA,NA,730,NA,NA,NA,NA,NA
NA,NA,NA,C1338,NA,NA,NA,2930,NA,NA,NA,NA,NA
NA,NA,NA,C1340,NA,NA,NA,300,NA,NA,NA,NA,NA
NA,NA,NA,C1347,NA,NA,NA,1111,NA,NA,NA,NA,NA
NA,NA,NA,C1348,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1349,NA,NA,NA,500,NA,NA,NA,NA,NA
NA,NA,NA,C1350,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C6413,NA,NA,NA,563,NA,NA,NA,NA,NA
NA,NA,NA,C6683,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C7481,NA,NA,NA,246,NA,NA,NA,NA,NA
NA,NA,NA,C7483,NA,NA,NA,348,NA,NA,NA,NA,NA
NA,NA,NA,C7510,NA,NA,NA,415,NA,NA,NA,NA,NA
NA,NA,NA,C8165,NA,NA,NA,310,NA,NA,NA,NA,NA
NA,NA,NA,C8170,NA,NA,NA,500,NA,NA,NA,NA,NA
NA,NA,NA,C8171,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8182,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C8194,NA,NA,NA,254,NA,NA,NA,NA,NA
NA,NA,NA,C8205,NA,NA,NA,2955,NA,NA,NA,NA,NA
NA,NA,NA,C1354,NA,NA,NA,808,NA,NA,NA,NA,NA
NA,NA,NA,C1357,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1358,NA,NA,NA,3600,NA,NA,NA,NA,NA
NA,NA,NA,C1360,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1361,NA,NA,NA,2400,NA,NA,NA,NA,NA
NA,NA,NA,C1368,NA,NA,NA,265,NA,NA,NA,NA,NA
NA,NA,NA,C1369,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1371,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1375,NA,NA,NA,1251,NA,NA,NA,NA,NA
NA,NA,NA,C1377,NA,NA,NA,1833,NA,NA,NA,NA,NA
NA,NA,NA,C1379,NA,NA,NA,1000,NA,NA,NA,NA,NA
NA,NA,NA,C1380,NA,NA,NA,754,NA,NA,NA,NA,NA
NA,NA,NA,C1383,NA,NA,NA,580,NA,NA,NA,NA,NA
NA,NA,NA,C1384,NA,NA,NA,2885,NA,NA,NA,NA,NA
NA,NA,NA,C1385,NA,NA,NA,370,NA,NA,NA,NA,NA
NA,NA,NA,C1387,NA,NA,NA,1273,NA,NA,NA,NA,NA
NA,NA,NA,C6393,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7465,NA,NA,NA,293,NA,NA,NA,NA,NA
NA,NA,NA,C8285,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1440,NA,NA,NA,839,NA,NA,NA,NA,NA
NA,NA,NA,C1443,NA,NA,NA,271,NA,NA,NA,NA,NA
NA,NA,NA,C1450,NA,NA,NA,110,NA,NA,NA,NA,NA
NA,NA,NA,C1459,NA,NA,NA,417,NA,NA,NA,NA,NA
NA,NA,NA,C1462,NA,NA,NA,316,NA,NA,NA,NA,NA
NA,NA,NA,C1463,NA,NA,NA,308,NA,NA,NA,NA,NA
NA,NA,NA,C1466,NA,NA,NA,338,NA,NA,NA,NA,NA
NA,NA,NA,C1470,NA,NA,NA,437,NA,NA,NA,NA,NA
NA,NA,NA,C1471,NA,NA,NA,442,NA,NA,NA,NA,NA
NA,NA,NA,C1472,NA,NA,NA,978,NA,NA,NA,NA,NA
NA,NA,NA,C1474,NA,NA,NA,698,NA,NA,NA,NA,NA
NA,NA,NA,C1475,NA,NA,NA,150,NA,NA,NA,NA,NA
NA,NA,NA,C1477,NA,NA,NA,260,NA,NA,NA,NA,NA
NA,NA,NA,C1479,NA,NA,NA,397,NA,NA,NA,NA,NA
NA,NA,NA,C1482,NA,NA,NA,773,NA,NA,NA,NA,NA
NA,NA,NA,C1483,NA,NA,NA,363,NA,NA,NA,NA,NA
NA,NA,NA,C1485,NA,NA,NA,235,NA,NA,NA,NA,NA
NA,NA,NA,C1486,NA,NA,NA,1924,NA,NA,NA,NA,NA
NA,NA,NA,C1488,NA,NA,NA,2673,10,374.11148522259634,7,261.8780396558174,0.0061248241507699894
NA,NA,NA,C1489,NA,NA,NA,357,NA,NA,NA,NA,NA
NA,NA,NA,C1490,NA,NA,NA,177,NA,NA,NA,NA,NA
NA,NA,NA,C1492,NA,NA,NA,736,NA,NA,NA,NA,NA
NA,NA,NA,C6403,NA,NA,NA,371,NA,NA,NA,NA,NA
NA,NA,NA,C8237,NA,NA,NA,98,NA,NA,NA,NA,NA
NA,NA,NA,C8249,NA,NA,NA,105,NA,NA,NA,NA,NA
NA,NA,NA,C8280,NA,NA,NA,260,NA,NA,NA,NA,NA
NA,NA,NA,C8283,NA,NA,NA,343,NA,NA,NA,NA,NA
NA,NA,NA,C8287,NA,NA,NA,428,NA,NA,NA,NA,NA
NA,NA,NA,C1503,NA,NA,NA,926,NA,NA,NA,NA,NA
NA,NA,NA,C1509,NA,NA,NA,770,NA,NA,NA,NA,NA
NA,NA,NA,C1513,NA,NA,NA,820,NA,NA,NA,NA,NA
NA,NA,NA,C1516,NA,NA,NA,750,NA,NA,NA,NA,NA
NA,NA,NA,C8267,NA,NA,NA,37,NA,NA,NA,NA,NA
NA,NA,NA,C6405,NA,NA,NA,431,NA,NA,NA,NA,NA
NA,NA,NA,C7524,NA,NA,NA,376,NA,NA,NA,NA,NA
NA,NA,NA,C1536,NA,NA,NA,787,NA,NA,NA,NA,NA
NA,NA,NA,C1539,NA,NA,NA,461,NA,NA,NA,NA,NA
NA,NA,NA,C1540,NA,NA,NA,434,NA,NA,NA,NA,NA
NA,NA,NA,C1546,NA,NA,NA,265,NA,NA,NA,NA,NA
NA,NA,NA,C1554,NA,NA,NA,217,NA,NA,NA,NA,NA
NA,NA,NA,C6400,NA,NA,NA,166,NA,NA,NA,NA,NA
NA,NA,NA,C8200,NA,NA,NA,125,NA,NA,NA,NA,NA
NA,NA,NA,C8201,NA,NA,NA,755,NA,NA,NA,NA,NA
NA,NA,NA,C8216,NA,NA,NA,904,NA,NA,NA,NA,NA
NA,NA,NA,C8220,NA,NA,NA,666,NA,NA,NA,NA,NA
NA,NA,NA,C1563,NA,NA,NA,76,NA,NA,NA,NA,NA
NA,NA,NA,C1567,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1569,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C1570,NA,NA,NA,0,NA,NA,NA,NA,NA
NA,NA,NA,C7549,NA,NA,NA,200,NA,NA,NA,NA,NA
NA,NA,NA,C1580,NA,NA,NA,1059,NA,NA,NA,NA,NA
NA,NA,NA,C1587,NA,NA,NA,429,NA,NA,NA,NA,NA
NA,NA,NA,C1589,NA,NA,NA,0,NA,NA,NA,NA,NA
