admin1pcode,governorate,admin2pcode,district,admin3pcode,sub_district,admin4pcode,community,is_2022,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,cumulative,activity,cluster
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3531,Kherbet Eljoziyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3532,Salib Elturkman,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3533,Sulas,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3534,Qasmin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3535,Makhus,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060003,Ein El-Bayda,C3536,Mashqita,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3537,Badrosiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3538,Mazra'a,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3539,Sheikh Hassan - Faqi Hassan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3540,Siwaniyeh - Qabatash,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3541,Zanzaf (Qastal Maaf),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3542,Rayyana - Shamerliyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3543,Ballura - Ballurab,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3544,Um Eltoyur - Taranja,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3545,Beit Ewan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3546,Saraya,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3547,Zaghrin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3548,Damat,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3549,Issawiyeh - Issa Bakli,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3550,Falah - Qorret Falah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3551,Harajiyeh - Qorret Jalya,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3552,Zaytuneh - Zaytunjek,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3553,Dafleh - Qorret Tata,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3554,Ghassaniyeh - Kashish,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C3555,Qastal Maaf,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7210,Al Malik,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7213,Bayt Ubaydah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7946,Beit Halibiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7949,Beit Fares,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7954,Al-Midan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7957,Tuffahiyeh (Qastal Maaf),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7967,Qarat bjeq (al-Sawdaa'),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C7975,Beit Malak,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060004,Qastal Maaf,C8341,Ra's al-Basit,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060005,Kasab,C3556,Mashrafet Bigjenfaz,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060005,Kasab,C3557,Kasab,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060005,Kasab,C7215,Al Sakhra,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060005,Kasab,C7994,Nabeh Al-Mor,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3481,Sheikh Elhamah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3558,Basa,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3559,Khlaleh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3560,Daba,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3561,Snobar,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3562,Shamiyet Elmahalba,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3563,Shir,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3564,Qatariyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3565,Stakhris,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3566,Mazar Elqateriyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3567,Hanadi,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C3568,Fedyo,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0600,Lattakia,SY060006,Hanadi,C6348,Shalfatiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3569,Darghamo,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3570,Bisaysin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3572,Qabu (Jablah),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3573,Ras El Ein - Jiwar Elbaqar,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3574,Zheirat,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3575,Bustan Elbasha,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3576,Idiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3577,Matrakiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3578,Huweiz,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3579,Ashrafiya (Jablah),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3580,Lower Bkhadramo,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3581,Rweiset Elhijl,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3582,Syano,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3583,Sharashir,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3584,Meisreh (Jablah),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3585,Jablah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3586,Batra (Jablah),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3587,Berjal,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3588,Hmeimim,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3589,Kafr Dabil,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060200,Jablah,C3590,Ghaniri,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3591,Fteih (Ein Elsharqiyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3592,Beit Elfay,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3593,Qalaye,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3594,Herf Mtur,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3595,Maradsiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3596,Rihanet Matur,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3597,Huran Elbudy,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3598,Bteryas,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3599,Ziyadiyeh (Ein Elsharqiyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3600,Battara,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3601,Zama,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3602,Job Yashut,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3603,Ein Elsharqiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3604,Qassabin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3605,Qorn Helliyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3606,Bani Qahtan Castle,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3607,Karm Elzayadiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060201,Ein Elsharqiyeh,C3608,Mattur,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3609,Hamam El Qarahleh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3610,Dweir Bsindyana,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3611,Jibul,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3612,Barqa (Qteilbiyyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3613,Orayqib,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3614,Baraem Breen,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3615,Bitmana,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3616,Rabwa / Harbuq,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3617,Kharayeb Salem,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3618,Tal Hweiri,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3619,Dweir Baabda,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3620,Bsendiana,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3621,Beshraghi,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3622,Oqaiba,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3623,Bsoter,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3624,Sabiyun,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3625,Qteilbiyyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3626,Mansura - Zwiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3627,Beit Elalluni,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3628,Darmineh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3629,Karama Kankaru,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3630,Barazin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3631,Sakhaba,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3632,Baabda,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3633,Zahraa / Sanqunes,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3634,Basatwir,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3635,Betshah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060202,Qteilbiyyeh,C3636,Qarfis,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3637,Nuzha - Betghramo,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3638,Budy,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3639,Thawra Kherbet Almaradsiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3640,Rawda Benjaro,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3641,Bashkuh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3642,Bishrah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3643,Deiruneh Jableh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3644,Deirotan / Jableh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3645,Armati,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3646,Baqariya,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060203,Ein Shaqaq,C3647,Ein Shaqaq,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3648,Ein Ghannam,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3649,Herf Elsari,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3650,Salmiyeh (Dalyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3651,Dalyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3652,Talaziq,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3653,Qseibeh (Dalyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3654,Beit Ana,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3655,Batmush,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3656,Msheirfeh (Dalyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3657,Maarin (Dalyeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060204,Dalyeh,C3658,Wadi Elqale,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060205,Beit Yashout,C3659,Jofin (Beit Yashout),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060205,Beit Yashout,C3660,Halabko,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060205,Beit Yashout,C3661,Ein Qetaa,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY06,Lattakia,SY0602,Jablah,SY060205,Beit Yashout,C3662,Mneizleh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
