admin1pcode,governorate,admin2pcode,district,admin3pcode,sub_district,admin4pcode,community,is_2022,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,cumulative,activity,cluster
SY10,Tartous,SY1000,Tartous,SY100003,Kherbet Elmaaza,C5279,Qale Elyazidiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100003,Kherbet Elmaaza,C5280,Miar Shaker,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5281,Abba,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5282,Aqr Zayti,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5283,Jdideh (Soda Khawabi),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5284,Dweir Taha,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5285,Beit Elharaf,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5286,Ezit,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5287,Beit Smaq,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5288,Anaza (Soda Khawabi),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5289,Ras Elkittan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5290,Breij (Soda Khawabi),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5291,Rweiseh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5292,Malluah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5293,Baashtar,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5294,Bahnine,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5295,Bteiha,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5296,Dahr Matar,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5297,Hanafiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5298,Western Balata,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5299,Sawda (Soda Khawabi),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5300,Hsein Elbahr,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5301,Saya,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5302,Bdereh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5303,Matn Aborya,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5304,Khwabi Castle,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5305,Marqiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5306,Matn Elsahel,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C5307,Mazraet Elhanafiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100004,Soda Khawabi,C8340,Basira al-jadeda,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5308,Zarablit,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5309,Madhala,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5310,Sawda (Kareemeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5311,Quneitra (Kareemeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5312,Hasna (Kareemeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5313,Msheirfeh (Kareemeh),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5314,Ransiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5315,Arzona,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5316,Kherbet Elakrad,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5317,Talansun,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5318,Teladas,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100005,Kareemeh,C5319,Kareemeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5320,Sabbuhiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5321,Green Abuli,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5322,Shas,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5323,Samriyan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5324,Safsafa (Safsafa),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5325,Hora (Safsafa),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5326,Twanin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5327,Deir Elhajar (Safsafa),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5328,Rihaniya (Safsafa),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5329,Beit Shofan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5330,Bhoza,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5331,Orayma,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5332,Ein Elzibeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5333,Dahr Bashir,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5334,Nahut,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5335,Kafrfu,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5336,Matn Elsifsafeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5337,Fitah Abuli - Fitah Elkhadra,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1000,Tartous,SY100006,Safsafa,C5338,Wadi Elmis,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C3571,Arab Elmalik Jerkes,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5339,Ballutiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5340,Alqin (Banyas),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5341,Balghunes,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5342,Manzaleh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5343,Beida (Banyas),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5344,Tiro,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5345,Bustan Elnajar,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5346,Basatin Elasad,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5347,Qallue,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5348,Bdeighan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5349,Abtala,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5350,Herf Bnomra,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5351,Eneineizeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5352,Harisun - Qamue,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5353,Zallu,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5354,Jweibat,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5355,Tanita,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5356,Kharibeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5357,Kherbet Kasih,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5358,Deir Elbishel,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5359,Kherbet Sanasel,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5360,Banyas,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5361,Thoba,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5362,Adimeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5363,Ras Elwata,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5364,Shafi Ruh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5365,Kharab Balda,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5366,Muzaree,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5367,Beit Elsakhi,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5368,Asibiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5369,Marqab,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5370,Barmaya,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5371,Kaeebet Faresh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5372,Faresh Kaabiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5373,Marashta,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C5374,Mhorteh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100200,Banyas,C7843,Ras Al-Nabe',NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5375,Rawda (Rawda),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5376,Heibo,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5377,Hreisheh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5378,Mqaabariyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5379,Dahr Safra,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5380,Jneineh (Rawda),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5382,Dahr Marqiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100201,Rawda,C5383,Qarqafti,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100206,Taleen,C5448,Sheibani,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100206,Taleen,C5449,Bluzeh - Sheikh Bader (Taleen),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100206,Taleen,C5450,Taleen,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100206,Taleen,C5451,Eskabla,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1002,Banyas,SY100206,Taleen,C5452,Kurdiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5453,Beit Elmarj,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5454,Hikr Ein Elbardeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5455,Odayda,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5457,Beit Naaseh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5458,Balatet Mgheizel,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5459,Jdidet Abdallah,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5460,Akma - Kima,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5461,Beit Aysheh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5462,Joret Elshanbur,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5463,Bweidet Sweiqat,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5464,Shamamis,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5465,Beit Tayun,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5466,Somaah (Safita),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5467,Beit Elsheikh Yunis,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5468,Terkeb,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5469,Naameh - Kafrikha,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5470,Zabraqan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5471,Sindyanet Obin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5472,Safita,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5473,Dahr Elyazdiyeh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5474,Zweiteini,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5476,Beshraile,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5477,Naasat,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5478,Samuqa,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5479,Um Hosh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5480,Zawraq Barakat,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5481,Kherbet Abu Hamdan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5482,Mweiseh,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5483,Maab - Obin,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5484,Ein Elkbireh - Safita,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5485,Hanjur (Safita),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5486,Baamra (Safita),NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5487,Ein Hfad,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5488,Hikr Mkheiber,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5489,Damaqs - Bimsaqs,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5491,Karm Mgheizel,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5492,Kniset Safita,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5493,Nashir,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5494,Fitah Nassar,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
SY10,Tartous,SY1003,Safita,SY100300,Safita,C5495,Yazidiyet Hamdan,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,ISIMM,CCCM
